full name,description / bio,followers_count,following_count,statuses_count,created_at,profile_image_url,banner_url,username,external_url,location,verified,protected,language,scraped_at,poi_name,twitter_status,source,error
Ebi Hamedi,"Official Page of Ebi Hamedi
instagram.com/ebi
t.me/ebiofficialcha…",27887.0,61.0,1613.0,2009-06-21 01:28:15+00:00,https://pbs.twimg.com/profile_images/1805308015903645696/RkMTNxu8_normal.jpg,,Ebihamedi,http://ebihamedi.com,"Los Angeles, CA",False,,English,2025-11-08T12:56:44+00:00,Ebi,active,snscrape,
,,,,,,,,2022,,,,,<NA>,2025-11-08T12:56:44+00:00,Ela (Andromache song),suspended,csv_status_only,status_from_manual_csv:suspended
FARAH PAHLAVI - فرح پهلوی,"Farah Pahlavi Official page -   
صفحهٔ رسمی‌ فرح پهلوی",704631.0,3.0,812.0,2010-11-25 23:50:45+00:00,https://pbs.twimg.com/profile_images/1973953000126414848/HhB1_7cJ_normal.jpg,,ShahbanouFarah,http://www.FarahPahlavi.org,"Paris, France",False,,Italian,2025-11-08T12:56:44+00:00,Farah Pahlavi,active,snscrape,
faranak miraftab,"urbanist, Professor at University of Illinois",32.0,0.0,0.0,2020-04-04 15:01:10+00:00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,FMiraftab,,,False,,English,2025-11-08T12:56:44+00:00,Faranak Miraftab,active,snscrape,
La Biennale di Venezia,"Official X page of La Biennale di Venezia.
#BiennaleArchitettura2025 #BiennaleTeatro2025 #BiennaleDanza2025 #BiennaleCinema2025 #BiennaleMusica2025",674812.0,4905.0,36235.0,2010-03-13 17:52:46+00:00,https://pbs.twimg.com/profile_images/961898789396197376/4YFTk7Qx_normal.jpg,,la_Biennale,http://www.labiennale.org,"Venice, Italy",False,,Italian,2025-11-08T12:56:44+00:00,Farid Mostafavi,active,snscrape,
Farnoosh Torabi 🙋🏻‍♀️,"Financial Expert, Host of #SoMoney. 
My book A Healthy State of Panic is on sale now!",29147.0,1308.0,23622.0,2008-04-21 22:49:11+00:00,https://pbs.twimg.com/profile_images/988870120175996928/9ai_oyWg_normal.jpg,,Farnoosh,http://www.ahealthystateofpanic.com,,False,,English,2025-11-08T12:56:44+00:00,Farnoosh Torabi,active,snscrape,
Farvartish Rezvaniyeh,Investigative Journalist,382.0,97.0,428.0,2023-01-14 06:04:25+00:00,https://pbs.twimg.com/profile_images/1934242631271522304/p4JWdeEP_normal.jpg,,farvartishr,http://www.instagram.com/farvartish.rezvaniyeh,Tehran,False,,English,2025-11-08T12:56:45+00:00,Farvartish Rezvaniyeh,active,snscrape,
Farzad Farzin,"My Official Twitter Account
#Singer #Composer #Producer
youtube.com/c/farzadfarzin…",3931.0,1.0,840.0,2011-11-28 14:21:47+00:00,https://pbs.twimg.com/profile_images/841686741887123456/_4t3p2n0_normal.jpg,,FarzadFarzin2,http://www.farzadfarzin.net,Los Angeles,False,,English,2025-11-08T12:56:45+00:00,Farzad Farzin,active,snscrape,
Fatemeh Ekhtesari فاطمه اختصاری,"Poet, Author
 t.me/fateme_ekhtesa…",20720.0,848.0,27264.0,2015-12-16 12:06:21+00:00,https://pbs.twimg.com/profile_images/1635319457542287361/KhBNhR-S_normal.jpg,,fatemeekhtesari,http://www.ekhtesari.com,Norway,False,,Albanian,2025-11-08T12:56:45+00:00,Fateme Ekhtesari,active,snscrape,
Fereshteh Molavi,"fiction writer, essayist, coffee addict, author of THIRTY SHADOW BIRDS @InannaPub 2019/tweets in English & Persian

t.me/fereshtehmolavi",1996.0,888.0,5547.0,2017-06-06 21:32:23+00:00,https://pbs.twimg.com/profile_images/1597217847238971392/cMg9bsSJ_normal.jpg,,fereshtehmol,https://fereshtehmolavi.com/,"Toronto, Ontario",False,,English,2025-11-08T12:56:45+00:00,Fereshteh Molavi,active,snscrape,
Farnaz Fassihi,"Journalist @nytimes 
United Nations Bureau Chief 
Iran Mideast Diplomacy | Author | War correspondent
Ellis Island Medal of Honor 
@Columbia & @Harvard alum",92392.0,7036.0,31418.0,2015-02-20 21:55:00+00:00,https://pbs.twimg.com/profile_images/1411233548560916480/wrRVqN1J_normal.jpg,,farnazfassihi,https://www.nytimes.com/by/farnaz-fassihi,"New York, NY",False,,English,2025-11-08T12:56:46+00:00,Fereydoon Abbasi,active,snscrape,
Penn History,News and Views from the University of Pennsylvania Department of History.,1855.0,811.0,642.0,2013-08-14 15:17:21+00:00,https://pbs.twimg.com/profile_images/1161093051361763328/UDGOsgwo_normal.jpg,,PennHistory,http://www.history.upenn.edu,"Philadelphia, PA",False,,English,2025-11-08T12:56:46+00:00,Firoozeh Kashani-Sabet,active,snscrape,
Firouz M. Naderi,"Former Director of Solar System Exploration at NASA's JPL. Currently Consultant, Coach, Public Speaker & Human Rights Activist. Views are my own.",136670.0,145.0,3946.0,2009-03-31 20:32:20+00:00,https://pbs.twimg.com/profile_images/1630044991887405059/TUQj7g0x_normal.jpg,,Firouz_Naderi,https://en.wikipedia.org/wiki/firouz_naderi,"Los Angeles, CA",False,,English,2025-11-08T12:56:46+00:00,Firouz Naderi,active,snscrape,
mohammadi ziarani,"Ghodsi Mohammadi Ziarani received her Ph.D. degree in asymmetric synthesis from Laval University, Quebec, Canada. Top 1% International Scientists in ESI 2020.",69.0,232.0,787.0,2014-06-06 10:13:34+00:00,https://pbs.twimg.com/profile_images/1237825694283030528/s4nbiMWp_normal.jpg,,gmziarani,https://scholar.google.com/citations?user=ywSKEL8AAAAJ&hl=en,,False,,English,2025-11-08T12:56:46+00:00,Ghodsi Mohammadi Ziarani,active,snscrape,
Golineh Atai,Temporarily on Earth. Interested in mankind and the human condition. German TV correspondent. Author. Roamed the Post-Soviet world. Now back in the Middle East.,65379.0,1492.0,6879.0,2013-11-14 08:28:04+00:00,https://pbs.twimg.com/profile_images/1437494364662636556/A0xJh42D_normal.jpg,,GolinehAtai,,Middle East & North Africa,False,,English,2025-11-08T12:56:46+00:00,Golineh Atai,active,snscrape,
محمدرضا عالی پیام,شاعر و طنزپرداز منتقد,4573.0,17.0,37.0,2016-06-13 10:12:00+00:00,https://pbs.twimg.com/profile_images/742303370237607936/0N48U3k3_normal.jpg,,mr_Halloo,,,False,,Persian (Farsi),2025-11-08T12:56:46+00:00,Haloo,active,snscrape,
Hamid Dabashi,,53.0,0.0,0.0,2021-05-06 19:12:22+00:00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,HamidDabashi,,,False,,<NA>,2025-11-08T12:56:47+00:00,Hamid Dabashi,active,snscrape,
Hamid Naderi Yeganeh,"Mathematical Artist
PhD Maths — University College London
Email: naderiyeganeh at gmail dot com",59126.0,30283.0,728.0,2015-10-15 06:54:57+00:00,https://pbs.twimg.com/profile_images/1549819680990314496/sYoVI9eE_normal.jpg,,naderi_yeganeh,https://www.youtube.com/@naderiyeganeh,,False,,English,2025-11-08T12:56:47+00:00,Hamid Naderi Yeganeh,active,snscrape,
حمید رسایی,طلبه بسیجی، از دیروز تا امروز و ان‌شالله فردا,94302.0,74.0,2963.0,2017-08-01 05:59:39+00:00,https://pbs.twimg.com/profile_images/1770360380646174720/kZtG14Zx_normal.jpg,,hamidrasaee,http://plink.ir/rasaee,سنگر مقدس جمهوری اسلامی ایران,False,,Persian (Farsi),2025-11-08T12:56:47+00:00,Hamid Rasaee,active,snscrape,
حسن عباسی,‏‏‏حساب رسمی حسن عباسی، رئیس اندیشکده یقین,171632.0,10.0,759.0,2011-08-02 22:50:22+00:00,https://pbs.twimg.com/profile_images/1161342668846379008/dhFBd5ni_normal.jpg,,hasan_abbasi,http://hasanabbasi.ir,جمهوری اسلامی ایران,False,,Persian (Farsi),2025-11-08T12:56:47+00:00,Hassan Abbasi,active,snscrape,
『S』,📬 youresus@protonmail.com,89301.0,18.0,839.0,2011-08-02 04:17:30+00:00,https://pbs.twimg.com/profile_images/1852780598785683457/gWM3O2Wm_normal.jpg,,s,,,False,,<NA>,2025-11-08T12:56:47+00:00,Hassan Farhangi,active,snscrape,
Hassan Rouhani,"7th President of the I.R of Iran 🇮🇷 |‌
Persian @Rouhani_ir",1019452.0,7.0,3596.0,2013-05-05 09:26:33+00:00,https://pbs.twimg.com/profile_images/830606478419619840/YzhAGsju_normal.jpg,,HassanRouhani,,"Tehran, Iran",False,,English,2025-11-08T12:56:47+00:00,Hassan Rouhani,active,snscrape,
Hassan Shamaizadeh,THE linktr.ee/shamaizadeh OFFICIAL,52694.0,61.0,1934.0,2013-09-27 21:24:14+00:00,https://pbs.twimg.com/profile_images/1624532059791446017/VnPM254v_normal.jpg,,shamaizadeh,,"L.A , CA , USA",False,,Somali,2025-11-08T12:56:48+00:00,Hassan Shamaizadeh,active,snscrape,
Hichkas,"Artist

contact@hichkas.me",889122.0,411.0,9802.0,2010-08-21 15:17:00+00:00,https://pbs.twimg.com/profile_images/1740632112464605184/JV04V5oO_normal.jpg,,HichkasOfficial,https://soundcloud.com/hichkasofficial/ma-edame-darim,,False,,German,2025-11-08T12:56:48+00:00,Hichkas,active,snscrape,
Hossein Derakhshan,"PhDing on mass personalization @MediaLSE. Ex @MediaLab @Shorensteinctr+ Iran Evin prison (6yrs). co-wrote ‘Information Disorder’, wrote 'Web We Have to Save'.",12747.0,13779.0,9434.0,2008-10-15 11:00:35+00:00,https://pbs.twimg.com/profile_images/1051856575407755269/lOn3ugq5_normal.jpg,,h0d3r,https://www.niemanlab.org/2020/12/mass-personalization-of-truth/,"London, UK ✉️ hoder@hoder.com",False,,English,2025-11-08T12:56:48+00:00,Hossein Derakhshan,active,snscrape,
Hossein Rajabian,"Filmmaker , Writer & Photographer",680.0,11.0,341.0,2017-08-15 17:10:31+00:00,https://pbs.twimg.com/profile_images/1583542494863785984/JC2LHb1i_normal.jpg,,HosseinRajabian,https://en.wikipedia.org/wiki/Hossein_rajabian,Iran,False,,English,2025-11-08T12:56:48+00:00,Hossein Rajabian,active,snscrape,
حسین صمصامی,"استاد اقتصاد دانشگاه شهید بهشتی؛
نمایندۀ مردم در مجلس شورای اسلامی؛
عضو کمیسیون اقتصادی مجلس؛ 

صفحه توسط ادمین، اداره می‌شود",4602.0,35.0,601.0,2024-05-26 14:50:36+00:00,https://pbs.twimg.com/profile_images/1976362526058164224/E5z10sE1_normal.jpg,,dr_hsamsami,https://eitaa.com/dr_hsamsami,,False,,Persian (Farsi),2025-11-08T12:56:48+00:00,Hossein Samsami,active,snscrape,
thebest,What else is there to say?,276.0,0.0,10.0,2008-07-02 19:14:56+00:00,https://pbs.twimg.com/profile_images/1250534415584952321/4Dphy5Oz_normal.jpg,,thebest,,,False,,English,2025-11-08T12:56:48+00:00,Iranian stand-up comedy,active,snscrape,
blogs,,462.0,0.0,0.0,2007-03-10 13:36:27+00:00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,blogs,,,False,,<NA>,2025-11-08T12:56:49+00:00,Jafar Panahi,active,snscrape,
,,,,,,,,vid,,,,,<NA>,2025-11-08T12:56:53+00:00,Jalal al-Din al-Qazwini,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Jamshid Barzegar,"Poet,writer, Independent journalist .EX Head of DW Persian Service. EX head of Radio&Online BBC Persian. EX Editor in Chief Radio Farda RFE/RL.Usual disclaimers",61105.0,1297.0,6509.0,2009-04-07 15:34:54+00:00,https://pbs.twimg.com/profile_images/1742619192342224896/M3EVUlDC_normal.jpg,,JamshidBarzegar,,"Toronto, Ontario",False,,English,2025-11-08T12:56:55+00:00,Jamshid Barzegar,active,snscrape,
n😸,"I mainly retweet & ""like"" here. I try to make it unobvious who I know IRL so if I know you, I follow you in a private list. Note: ""like""≠like. AKA @alefsym",874.0,3627.0,12208.0,2007-01-13 17:34:41+00:00,https://pbs.twimg.com/profile_images/1084479775148670977/5uJsrzPB_normal.jpg,,nm,https://www.ii.com/,Earth,False,,English,2025-11-08T12:56:55+00:00,Jamshid Gharajedaghi,active,snscrape,
Jason Reza Jorjani,American Philosopher,19292.0,304.0,4232.0,2018-04-17 19:25:04+00:00,https://pbs.twimg.com/profile_images/1969447874917515265/EroU0_pi_normal.jpg,,Jason_Jorjani,https://substack.com/@jasonrezajorjani,The Great Satan,False,,English,2025-11-08T12:56:55+00:00,Jason Jorjani,active,snscrape,
,,,,,,,,javadhashemicom,,,,,<NA>,2025-11-08T12:56:59+00:00,Javad Hashemi,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Jila Baniyaghoob ژیلا بنی‌یعقوب,"Journalist,women rights activist, and editor-in-chief of “Kanoon Zanan Irani"" Website مسئولیت کامنت ها با من نیست",63835.0,1161.0,11574.0,2016-05-10 20:18:26+00:00,https://pbs.twimg.com/profile_images/1883325497813221376/Ovhnruax_normal.jpg,,jilabani,http://zhila.eu.com,Iran,False,,English,2025-11-08T12:57:02+00:00,Jila Baniyaghoob,active,snscrape,
Kameel Ahmady کامیل احمدی,Coordinating & Conducting Social Anthropology Research,2322.0,3802.0,464.0,2009-06-20 13:24:39+00:00,https://pbs.twimg.com/profile_images/1226128427553624064/jdVvgCDm_normal.jpg,,KameelAhmady,https://kameelahmady.com/fa/,,False,,English,2025-11-08T12:57:02+00:00,Kameel Ahmady,active,snscrape,
Kasra Naji,Special Correspondent BBC Persian TV & Author of “Ahmedinejad: the Secret History of Iran’s Radical Leader”,137471.0,3981.0,35145.0,2011-06-23 19:46:30+00:00,https://pbs.twimg.com/profile_images/378800000730653601/050f729e17efa90d2a1d40bb8691c5dd_normal.jpeg,,BBCKasraNaji,,London,False,,English,2025-11-08T12:57:02+00:00,Kasra Naji,active,snscrape,
کسری نوری,از مدیران سایت #مجذوبان‌_نور پایگاه خبری #دراویش_گنابادی @majzooban | حقوقدان,3204.0,201.0,938.0,2018-01-27 15:17:22+00:00,https://pbs.twimg.com/profile_images/957272162674659329/rzIG-L15_normal.jpg,,Nouri_Kasra,http://majzooban.org,"Tehran , Iran",False,,Persian (Farsi),2025-11-08T12:57:03+00:00,Kasra Nouri,active,snscrape,
Kaveh Akbar _ AUTHOR,"📝 Full-time writer, part-time daydreamer | Storytelling is my kind of magic ✨#amwritting #writtingcommunity #booksky",716.0,900.0,744.0,2025-06-28 14:49:55+00:00,https://pbs.twimg.com/profile_images/1974877471938887680/LM9TY3wL_normal.jpg,,KavehAkbar,https://a.co/d/bojmfbv,,False,,English,2025-11-08T12:57:03+00:00,Kaveh Akbar,active,snscrape,
Kayhan Barzegar,"Professor, International Relations and Director, Center for Middle East Strateic Studies in Tehran",349.0,30.0,7.0,2010-05-16 20:09:43+00:00,https://pbs.twimg.com/profile_images/1101980826244395011/vI5VoN-__normal.jpg,,kbarzeg,http://en.cmess.ir/Default.aspx?tabid=149,"Tehran, Iran",False,,English,2025-11-08T12:57:03+00:00,Kayhan Barzegar,active,snscrape,
Khashayar Mostafavi,"Filmmaker:

Shaping the Murder Story- 95 Min -2025/

The truth and nothing but the truth- 122 Min-2021/

Dasein- 92 Min-2017/

Fight me 90 Min- 2015/",17814.0,400.0,6846.0,2018-05-03 05:19:14+00:00,https://pbs.twimg.com/profile_images/1758158472909062144/BtEDEFGI_normal.jpg,,k_Mostafavi,https://t.me/Khashayar_mostafavi,,False,,English,2025-11-08T12:57:03+00:00,Khashayar Mostafavi,active,snscrape,
Dr. Χοδαδαδίος Ρεζαχανίδης,"New account, the old one is gone! Sasanian historian, world traveler, flaneur, restless.",101.0,146.0,239.0,2025-10-06 22:24:51+00:00,https://pbs.twimg.com/profile_images/1975326900135297024/5OnmvaQk_normal.jpg,,SasanianShah,,Earth,False,True,English,2025-11-08T12:57:04+00:00,Khodadad Rezakhani,active,snscrape,
Kianoosh Sanjari,Still alive,102754.0,941.0,2374.0,2021-01-17 10:43:00+00:00,https://pbs.twimg.com/profile_images/1770286384911167488/KUQx2YgL_normal.jpg,,Sanjaribaf,,Tehran,False,,Italian,2025-11-08T12:57:04+00:00,Kianush Sanjari,active,snscrape,
Music,🎧🎵,10795687.0,114.0,21427.0,2011-09-14 16:50:47+00:00,https://pbs.twimg.com/profile_images/1982115100258418689/1UBEH4KU_normal.jpg,,Music,,,False,,<NA>,2025-11-08T12:57:04+00:00,Kourosh Yaghmaei,active,snscrape,
Kris Esfandiari,geniemob.com,6987.0,325.0,894.0,2013-04-15 00:43:36+00:00,https://pbs.twimg.com/profile_images/1947493539216064512/4feAdjNP_normal.jpg,,kngwmn,https://yr1.se/oz,,False,,Spanish,2025-11-08T12:57:04+00:00,Kristina Esfandiari,active,snscrape,
LA,Journalist | Iranian-Armenian-American refugee alien | Underreported People & Issues | Repped by @monikavermaLGR,20795.0,3383.0,12551.0,2008-07-29 19:39:18+00:00,https://pbs.twimg.com/profile_images/1827572164561924098/YZabdo4e_normal.jpg,,LianaAgh,,California,False,True,English,2025-11-08T12:57:05+00:00,Liana Aghajanian,active,snscrape,
Lila Azam Zanganeh,"Lila's prize-winning first book, THE ENCHANTER @penguinbooks, has been published in thirteen languages. Her new novel, EXIT PARADISE, is forthcoming in 2023.",2725.0,176.0,209.0,2011-12-08 03:34:11+00:00,https://pbs.twimg.com/profile_images/378800000739727794/9d9844d964186bff24b6a8581f715ee2_normal.jpeg,,ShazamAzam,http://lazanganeh.com,"New York, NY",False,,English,2025-11-08T12:57:05+00:00,Lila Azam Zanganeh,active,snscrape,
Mahdyar,,182327.0,141.0,1584.0,2010-10-22 23:20:36+00:00,https://pbs.twimg.com/profile_images/1828497184100098048/Oje7m8XL_normal.jpg,,MahdyarAghajani,http://mahdyar.com,,False,,<NA>,2025-11-08T12:57:05+00:00,Mahdyar Aghajani,active,snscrape,
Infrarouge (compte archivé),"Ce compte n'est plus actif. Pour suivre Infrarouge, allez sur rts.ch/infrarouge. Pour suivre la RTS sur X, rendez-vous sur @RadioTeleSuisse.",14091.0,907.0,6852.0,2013-02-13 10:36:54+00:00,https://pbs.twimg.com/profile_images/1486386285312892929/ZPVe9_BP_normal.png,,rtsinfrarouge,http://www.infrarouge.ch,"Genève, Suisse",False,True,French,2025-11-08T12:57:05+00:00,Mahnaz Shirali,active,snscrape,
Mahsa Amrabadi,Journalist,20943.0,1114.0,3299.0,2014-04-30 19:16:42+00:00,https://pbs.twimg.com/profile_images/1385686838182961153/WeP1wRNE_normal.jpg,,mahsamrabadi,,"Oxford, England",False,,English,2025-11-08T12:57:05+00:00,Mahsa Amrabadi,active,snscrape,
Manoush Zomorodi,"Host of @NPR’s @TEDRadioHour. Author of ""Bored + Brilliant."" Mom to 2; @joshrobin’s co-pilot.",36789.0,3506.0,14518.0,2009-08-14 16:21:23+00:00,https://pbs.twimg.com/profile_images/1708836161123127296/-xLIded5_normal.jpg,,manoushz,http://www.manoushz.com,New York,False,,English,2025-11-08T12:57:05+00:00,Manoush Zomorodi,active,snscrape,
Marjan Farsad,,181.0,38.0,0.0,2021-07-20 18:27:31+00:00,https://pbs.twimg.com/profile_images/1417557368435462144/P2zIZYzg_normal.jpg,,MarjanFarsad,,,False,,<NA>,2025-11-08T12:57:06+00:00,Marjan Farsad,active,snscrape,
Stronger,Infinitely stronger,10.0,0.0,0.0,2023-01-07 23:14:01+00:00,https://pbs.twimg.com/profile_images/1818676996093702144/mK4FSbHy_normal.jpg,,stronger,http://stronger.sh,,False,,English,2025-11-08T12:57:06+00:00,Maryam Ebrahimi,active,snscrape,
,,,,,,,,AndrewNTDavis,,,,,<NA>,2025-11-08T12:57:09+00:00,Maryam Lustberg,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
,,,,,,,,masih_alinejad,,,,,<NA>,2025-11-08T12:57:16+00:00,Masih Alinejad,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Masoud Kazemi,Iranian Journalist,62091.0,671.0,10960.0,2015-07-27 12:31:31+00:00,https://pbs.twimg.com/profile_images/1937602360425189376/g_IFPZUu_normal.jpg,,masoudkazemi81,https://instagram.com/masoudkazemi98?igshid=YmMyMTA2M2Y=,Deutschland,False,,English,2025-11-08T12:57:18+00:00,Masoud Kazemi,active,snscrape,
Masoud Molavi 🏳,"Official page of #DrMasoudMolavi (مسعودمولوی)
PhD in Artificial Intelligence
Iranian Scientist & Inventor

website: masoudmolavi.ir",505.0,1875.0,1294.0,2016-09-11 12:11:13+00:00,https://pbs.twimg.com/profile_images/1027555188322787328/OINwe76U_normal.jpg,,masoud_molavi,http://www.instagram.com/dr.masoud.molavi,"Tehran, Iran",False,,English,2025-11-08T12:57:18+00:00,Masoud Molavi,active,snscrape,
Masoud Pezeshkian,"همسر، پدر ، پدربزرگ؛

نهمین رئیس جمهوری اسلامی ایران",306685.0,18.0,583.0,2015-08-12 07:05:06+00:00,https://pbs.twimg.com/profile_images/1845700299782045704/nOuFVGa2_normal.jpg,,drpezeshkian,http://drpezeshkian.ir/,جمهوری اسلامی ایران,False,,Persian (Farsi),2025-11-08T12:57:18+00:00,Masoud Pezeshkian,active,snscrape,
Masoud Taheri,"Writer, Producer & Director: Filmmaker",307.0,318.0,132.0,2012-11-25 21:12:32+00:00,https://pbs.twimg.com/profile_images/1778522291535511552/ISZ5VvEV_normal.jpg,,MasoudTaheri4,,Tehran,False,,English,2025-11-08T12:57:19+00:00,Masoud Taheri,active,snscrape,
Massoumeh Ebtekar,"Professor of Immunology, Former Vice President on Women and Family Affairs,Former Head of Department of Environment, Iran, UN Champion of The Earth, Mother",93457.0,88.0,5999.0,2013-11-02 09:26:02+00:00,https://pbs.twimg.com/profile_images/378800000683060461/8142bff0280c4ca413b43a1383500924_normal.jpeg,,ebtekarm,http://ebtekarm.blogspot.com,Islamic Republic of Iran,False,,English,2025-11-08T12:57:19+00:00,Masoumeh Ebtekar,active,snscrape,
Mehdi Karampour,,1842.0,147.0,117.0,2017-03-07 12:02:27+00:00,https://pbs.twimg.com/profile_images/1567844762299895811/eqw4wrxL_normal.jpg,,mehdikarampour,,,False,True,<NA>,2025-11-08T12:57:19+00:00,Mehdi Karampour,active,snscrape,
MehdiKhalaji,,51.0,0.0,0.0,2018-01-01 16:34:53+00:00,https://pbs.twimg.com/profile_images/950393183522951170/NlzTHR1B_normal.jpg,,MehdiKhalaji,http://mehdikhalaji.com,"Washington, DC",False,,<NA>,2025-11-08T12:57:19+00:00,Mehdi Khalaji,active,snscrape,
Mehdi Rajabian,"Composer, Arranger, Producer and the founder of the company BARG MUSIC.",6871.0,30.0,223.0,2017-03-27 18:16:02+00:00,https://pbs.twimg.com/profile_images/1984689780500701184/EyKPT2zl_normal.jpg,,Mehdi_Rajabian,http://www.MehdiRajabian.com,"Iran, Tehran",False,,English,2025-11-08T12:57:19+00:00,Mehdi Rajabian,active,snscrape,
Mehran,,1.0,2.0,16.0,2025-01-18 08:17:22+00:00,https://pbs.twimg.com/profile_images/1974869330060775424/jQTE21no_normal.jpg,,Mehranx,,,False,,<NA>,2025-11-08T12:57:19+00:00,Mehran Khaghani,active,snscrape,
,,,,,,,,2011,,,,,<NA>,2025-11-08T12:57:19+00:00,Mehrdad Afsari,suspended,csv_status_only,status_from_manual_csv:suspended
,,,,,,,,2015,,,,,<NA>,2025-11-08T12:57:19+00:00,Michael Shahrestani,suspended,csv_status_only,status_from_manual_csv:suspended
MirHossein Mousavi,"MirHossein Mousavi is standing for election in the upcoming Iranian Presidential election 2009. With Khatami, Vote Mousavi.",16412.0,0.0,309.0,2009-03-20 17:55:09+00:00,https://pbs.twimg.com/profile_images/104834792/1_normal.jpg,,mousavi1388,http://delicious.com/mousavi1388,Iran,False,,English,2025-11-08T12:57:20+00:00,Mir-Hossein Mousavi,active,snscrape,
محمد فاضلی,همسر، پدر، دانش‌آموز جامعه‌شناسی و امیدوار به بهبود زندگی ایرانیان.,142269.0,435.0,5316.0,2021-03-30 07:36:58+00:00,https://pbs.twimg.com/profile_images/1655253331898515457/vjEYRVB__normal.jpg,,Mfazeli114,https://castbox.fm/app/castbox/player/id3687714?v=8.22.11&autoplay=0,"Iran, Tehran",False,,Persian (Farsi),2025-11-08T12:57:20+00:00,Mohammad Fazeli,active,snscrape,
M.H. Ansari,A theoretical physicist,94.0,102.0,360.0,2009-05-31 14:06:29+00:00,https://pbs.twimg.com/profile_images/378800000527105953/2da4bcf866d57dc4055391f6d35c33bf_normal.jpeg,,mhhansari,https://sites.google.com/site/mansari/,,False,,English,2025-11-08T12:57:20+00:00,Mohammad H. Ansari,active,snscrape,
Javad Zarif,"Husband, father, grandfather; 
Founder/President of Possibilities Architects (PAIAB.org)
Professor;
former diplomat, ambassador, foreign minister
Views personal",1678897.0,10.0,1474.0,2009-06-17 01:54:58+00:00,https://pbs.twimg.com/profile_images/1980968815040090112/MemVy5ke_normal.jpg,,JZarif,,,False,,English,2025-11-08T12:57:20+00:00,Mohammad Javad Zarif,active,snscrape,
Mohammad Jorjandi,Independent investigative journalist (cybercrime) | NWU member | Webamooz.com & ScamMinder.com founder | Fighting scams & exposing fraud,8274.0,107.0,710.0,2021-11-10 06:17:23+00:00,https://pbs.twimg.com/profile_images/1963324429015900160/GdroP0v7_normal.jpg,,jorjandii,http://webamooz.com/,"Florida, USA",False,,English,2025-11-08T12:57:20+00:00,Mohammad Jorjandi,active,snscrape,
Mohammad Manzarpour 🇺🇸🇬🇧,"Journalist, 
buymeacoffee.com/manzarpour
gofund.me/6daa71c5",17028.0,3077.0,5707.0,2009-06-17 18:53:15+00:00,https://pbs.twimg.com/profile_images/1606587679084351489/_RLZ0ssP_normal.jpg,,Manzarpour,https://youtube.com/@mohammadmanzarpour1350?si=sLIL0W4i3muguvO7,Washington DC,False,,English,2025-11-08T12:57:21+00:00,Mohammad Manzarpour,active,snscrape,
Mohammad Mosaed,"@NationalPressClub | محمد مساعد | 2021 Awardee of CPJ PressFreedom, 2020 Awardee of DeutscheWelle Freedom of Speech",55116.0,2263.0,461.0,2020-04-25 10:29:58+00:00,https://pbs.twimg.com/profile_images/1254059103032352771/KjfGWDuy_normal.jpg,,2mohammadmosaed,,,False,,English,2025-11-08T12:57:21+00:00,Mohammad Mosaed,active,snscrape,
محمد نهاوندیان,,45436.0,25.0,705.0,2014-11-08 22:32:45+00:00,https://pbs.twimg.com/profile_images/1498525078136528896/sBt2tLY4_normal.jpg,,Nahavandian_ir,http://instagram.com/nahavandian_ir,🇮🇷,False,,<NA>,2025-11-08T12:57:21+00:00,Mohammad Nahavandian,active,snscrape,
محمدرضا عارف,معاون اول رئیس جمهور,88981.0,12.0,362.0,2016-03-01 13:34:05+00:00,https://pbs.twimg.com/profile_images/812425939334238208/yGSp9hik_normal.jpg,,ir_aref,http://www.draref.ir,Islamic Republic of Iran,False,,Arabic,2025-11-08T12:57:21+00:00,Mohammad Reza Aref,active,snscrape,
محمدصالح مفتاح,اهل رسانه و سیاست | دانش‌جوی همیشگی حقوق عمومی | رئیس باشگاه خبرنگاران جوان,36582.0,740.0,37250.0,2008-10-12 00:22:38+00:00,https://pbs.twimg.com/profile_images/1681479608183537665/lG8443KH_normal.jpg,,meftah,https://www.instagram.com/meftahonline,تهران,False,,Persian (Farsi),2025-11-08T12:57:21+00:00,Mohammad Saleh Meftah,active,snscrape,
Mohammad Saleh Zarepour,Philosopher @MancPhilosophy. Life member of @ClareHall_CAM. Winner of 2023 Philip Leverhulme Prize in Philosophy and Theology.,2529.0,550.0,1125.0,2018-11-07 17:33:09+00:00,https://pbs.twimg.com/profile_images/1699330770521751552/oKyGyF3Q_normal.jpg,,mszarepour,http://ms-zarepour.com,"Manchester, England",False,,English,2025-11-08T12:57:22+00:00,Mohammad Saleh Zarepour,active,snscrape,
